Drug Induced Liver Injury Rank (DILIrank) Dataset Ver 2.0 | FDA,,,,,,
LTKBID,CompoundName,SeverityClass,LabelSection,vDILI-Concern,Comment,
LT00225,Praziquantel,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00435,Prazosin hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00612,Prednisolone,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00180,Prednisone,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01154,Pregabalin,0,No match,vLess-DILI-concern,Unchanged,
LT03742,Pretomanid,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT00613,Primaquine phosphate,0,No match,vNo-DILI-concern,Unchanged,
LT00261,Primidone,0,No match,vNo-DILI-concern,Unchanged,
LT01698,Probenecid,6,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01699,Procainamide hydrochloride,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00614,Procarbazine hydrochloride,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00437,Prochlorperazine maleate,2,Adverse reactions,vLess-DILI-concern,Unchanged,
LT02219,Procyclidine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT00192,Progesterone,2,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00205,Promethazine hydrochloride,5,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01705,Propafenone hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00753,Propantheline bromide,0,No match,vNo-DILI-concern,Unchanged,
LT01708,Propofol,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00083,Propoxyphene hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01706,Propranolol hydrochloride,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00136,Propylthiouracil,8,Box warning,vMost-DILI-concern,Unchanged,
LT00728,Protamine sulfate,0,No match,vNo-DILI-concern,Unchanged,
LT00349,Protirelin,0,No match,vNo-DILI-concern,Unchanged,
LT00848,Protriptyline hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT03197,Prucalopride succinate,0,No match,vNo-DILI-concern,New,
LT00137,Pseudoephedrine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT01713,Pyrantel pamoate,0,No match,vNo-DILI-concern,Unchanged,
LT00166,Pyrazinamide,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT02081,Pyridostigmine bromide,0,No match,vLess-DILI-concern,Revised,
LT01980,Pyridoxine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT01716,Pyrimethamine,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01721,Quazepam,0,No match,vNo-DILI-concern,Unchanged,
LT00267,Quetiapine fumarate,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01723,Quinapril hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01725,Quinidine gluconate,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01923,Quinine sulfate,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00264,Rabeprazole sodium,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03913,Radium ra-223 dichloride,0,No match,vNo-DILI-concern,New,
LT00183,Raloxifene hydrochloride,0,No match,vLess-DILI-concern,Revised,
LT00642,Raltegravir potassium,7,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01217,Ramelteon,0,No match,vNo-DILI-concern,Unchanged,
LT01726,Ramipril,7,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00138,Ranitidine hydrochloride,5,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01192,Ranolazine,0,No match,vNo-DILI-concern,Unchanged,
LT01204,Rasagiline mesylate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01363,Rasburicase,0,No match,vNo-DILI-concern,Unchanged,
LT00646,Regadenoson,0,No match,vNo-DILI-concern,Unchanged,
LT02433,Regorafenib,8,Box warning,vMost-DILI-concern,New,
LT03743,Relugolix,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT03819,Remdesivir,3,Warnings & precautions,vLess-DILI-concern,New,
LT00987,Remifentanil hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03744,Remimazolam besylate,0,No match,vNo-DILI-concern,New,
LT01002,Repaglinide,5,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01729,Reserpine,0,No match,vNo-DILI-concern,Unchanged,
LT01351,Reteplase,0,No match,vNo-DILI-concern,Unchanged,
LT01730,Ribavirin,7,Adverse reactions,vLess-DILI-concern,Revised,
LT03606,Ribociclib succinate,4,Warnings & precautions,vMost-DILI-concern,New,
LT01479,Riboflavin 5'-phosphate,0,No match,vNo-DILI-concern,Unchanged,
LT00139,Rifabutin,5,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00034,Rifampin,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT03745,Rifamycin sodium,0,No match,vNo-DILI-concern,New,
LT01057,Rifapentine,4,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01128,Rifaximin,7,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01415,Rilonacept,0,No match,vNo-DILI-concern,Unchanged,
LT02352,Rilpivirine hydrochloride,3,Warnings & precautions,vLess-DILI-concern,New,
LT01731,Riluzole,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00937,Rimantadine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT03746,Rimegepant sulfate,0,No match,vNo-DILI-concern,New,
LT02894,Riociguat,0,No match,vNo-DILI-concern,New,
LT03747,Ripretinib,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT03748,Risdiplam,0,No match,vNo-DILI-concern,New,
LT01020,Risedronate sodium,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01735,Risperidone,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01737,Ritonavir,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT02390,Rivaroxaban,5,Adverse reactions,vLess-DILI-concern,New,
LT01016,Rivastigmine tartrate,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01026,Rizatriptan benzoate,0,No match,vLess-DILI-concern,Revised,
LT00957,Rocuronium bromide,0,No match,vNo-DILI-concern,Unchanged,
LT00619,Roflumilast,0,No match,vNo-DILI-concern,New,
LT03749,Rolapitant hydrochloride,0,No match,vNo-DILI-concern,New,
LT00669,Romidepsin,0,No match,vNo-DILI-concern,Unchanged,
LT01417,Romiplostim,0,No match,vNo-DILI-concern,Unchanged,
LT00990,Ropinirole hydrochloride,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00140,Rosiglitazone maleate,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01928,Rosuvastatin calcium,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00928,Rubidium chloride rb-82,0,No match,vNo-DILI-concern,Unchanged,
LT03750,Rucaparib camsylate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT00564,Rufinamide,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT02441,Ruxolitinib phosphate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT00463,Sacrosidase,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03752,Safinamide mesylate,0,No match,vNo-DILI-concern,New,
LT01684,Salsalate,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01262,Sapropterin dihydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT01746,Saquinavir mesylate,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT03753,Sarecycline hydrochloride,0,No match,vNo-DILI-concern,New,
LT01321,Sargramostim,0,No match,vNo-DILI-concern,Unchanged,
LT00667,Saxagliptin hydrochloride,0,No match,vLess-DILI-concern,Revised,
LT01974,Scopolamine,0,No match,vNo-DILI-concern,Unchanged,
LT03143,Secnidazole,7,Adverse reactions,Ambiguous-DILI-concern,New,
LT00624,Secobarbital sodium,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00355,Secretin synthetic human,0,No match,vNo-DILI-concern,Unchanged,
LT01749,Selegiline hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT03754,Selenious acid,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT03755,Selexipag,0,No match,vNo-DILI-concern,New,
LT03756,Selinexor,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT03757,Selpercatinib,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT03758,Selumetinib sulfate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT03759,Semaglutide,0,No match,vLess-DILI-concern,New,
LT00625,Sertraline hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03760,Setmelanotide acetate,0,No match,vNo-DILI-concern,New,
LT01039,Sevelamer hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT00988,Sibutramine hydrochloride,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01033,Sildenafil citrate,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00656,Silodosin,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT02171,Simethicone-cellulose,0,No match,vNo-DILI-concern,Unchanged,
LT00142,Simvastatin,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00350,Sincalide,0,No match,vNo-DILI-concern,Unchanged,
LT03761,Siponimod,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT00443,Sirolimus,8,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01251,Sitagliptin phosphate,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT02449,Sitaxsentan,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT02337,Sodium bicarbonate,0,No match,vNo-DILI-concern,Unchanged,
LT03914,Sodium fluoride f-18,0,No match,vNo-DILI-concern,New,
LT00330,Sodium lactate,0,No match,vNo-DILI-concern,Unchanged,
LT00880,Sodium nitroprusside,0,No match,vNo-DILI-concern,Unchanged,
LT00480,Sodium oxybate,0,No match,vNo-DILI-concern,Unchanged,
LT02343,Sodium phenylbutyrate,4,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00801,Sodium polystyrene sulfonate,0,No match,vNo-DILI-concern,Unchanged,
LT00439,Sodium thiosulfate,0,No match,vNo-DILI-concern,Unchanged,
LT03762,Sodium zirconium cyclosilicate,0,No match,vNo-DILI-concern,New,
LT02901,Sofosbuvir,0,No match,vNo-DILI-concern,New,
LT01191,Solifenacin succinate,3,Adverse reactions,vLess-DILI-concern,Revised,
LT03763,Solriamfetol hydrochloride,0,No match,vNo-DILI-concern,New,
LT00888,Somatropin,0,No match,vNo-DILI-concern,Unchanged,
LT03764,Sonidegib phosphate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT01241,Sorafenib tosylate,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT02010,Sorbitol,0,No match,vNo-DILI-concern,Unchanged,
LT00627,Sotalol hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03765,Sotorasib,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT01757,Spectinomycin hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00143,Spironolactone,2,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00144,Stavudine,8,Box warning,vMost-DILI-concern,Unchanged,
LT01294,Sterile water,0,No match,vNo-DILI-concern,Unchanged,
LT02728,Stiripentol,0,No match,vNo-DILI-concern,New,
LT00145,Streptomycin sulfate,0,No match,vNo-DILI-concern,Unchanged,
LT00628,Streptozocin,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01766,Succimer,2,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00749,Succinylcholine chloride,0,No match,vNo-DILI-concern,Unchanged,
LT00358,Sucralfate,0,No match,vNo-DILI-concern,Unchanged,
LT00920,Sufentanil citrate,0,No match,vNo-DILI-concern,Unchanged,
LT03224,Sugammadex sodium,0,No match,vNo-DILI-concern,New,
LT01816,suloctidil,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT00699,Sulfacarbamide,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT00146,Sulfadiazine,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01933,Sulfamethizole,0,No match,vLess-DILI-concern,Unchanged,
LT00147,Sulfasalazine,5,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00632,Sulfathiazole,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT00148,Sulindac,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01779,Sumatriptan succinate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00565,Sunitinib malate,8,Box warning,vMost-DILI-concern,Unchanged,
LT03766,Suvorexant,0,No match,vNo-DILI-concern,New,
LT00448,Tacrolimus,5,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01129,Tadalafil,3,Adverse reactions,vLess-DILI-concern,Revised,
LT03576,Tafamidis meglumine,0,No match,vNo-DILI-concern,New,
LT03898,Tafenoquine succinate,5,Adverse reactions,Ambiguous-DILI-concern,New,
LT03768,Talazoparib tosylate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT00152,Tamoxifen citrate,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00982,Tamsulosin hydrochloride,0,No match,vLess-DILI-concern,Unchanged,
LT00664,Tapentadol hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT02884,Tasimelteon,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT00687,Tasosartan,8,Discontinued,vMost-DILI-concern,Unchanged,
LT03769,Tazemetostat hydrobromide,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT02329,Technetium tc-99m exametazime kit,0,No match,vNo-DILI-concern,Unchanged,
LT03770,Tecovirimat,0,No match,vNo-DILI-concern,New,
LT03771,Tedizolid phosphate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT00485,Tegaserod maleate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00577,Telbivudine,2,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01944,Telithromycin,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT02063,Telmisartan,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03772,Telotristat etiprate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT01785,Temazepam,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00153,Temozolomide,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01261,Temsirolimus,0,No match,vNo-DILI-concern,Unchanged,
LT03773,Tenapanor hydrochloride,0,No match,vNo-DILI-concern,New,
LT01360,Tenecteplase,0,No match,vNo-DILI-concern,Unchanged,
LT01786,Teniposide,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT02224,Tenofovir disoproxil fumarate,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT03775,Tepotinib hydrochloride,7,Warnings & precautions,Ambiguous-DILI-concern,New,
LT01787,Terazosin hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT00634,Terbinafine hydrochloride,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00877,Terbutaline sulfate,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT02397,Teriflunomide,8,Box warning,vMost-DILI-concern,New,
LT00932,Teriparatide acetate,0,No match,vLess-DILI-concern,Revised,
LT00223,Testosterone enanthate,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01858,Tetrabamate,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT01239,Tetrabenazine,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00036,Tetracycline phosphate complex,2,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00450,Thalidomide,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00154,Theophylline sodium glycinate,0,No match,vNo-DILI-concern,Unchanged,
LT00635,Thiabendazole,7,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01981,Thiamine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT00452,Thioguanine,2,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00451,Thioridazine hydrochloride,5,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01804,Thiotepa,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01805,Thiothixene,2,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00751,Thyrotropin alfa,0,No match,vNo-DILI-concern,Unchanged,
LT00989,Tiagabine hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT02413,Ticagrelor,0,No match,vNo-DILI-concern,New,
LT00227,Ticlopidine hydrochloride,4,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00636,Ticrynafen,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT01222,Tigecycline,8,Warnings & precautions,vMost-DILI-concern,Revised,
LT00691,Tilbroquinol,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT00998,Tiludronate disodium,0,No match,vNo-DILI-concern,Unchanged,
LT01815,Timolol maleate,5,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00637,Tinidazole,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00973,Tinzaparin sodium,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01818,Tiopronin,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01220,Tipranavir,8,Box warning,vMost-DILI-concern,Unchanged,
LT01037,Tirofiban hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT03776,Tivozanib hydrochloride,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT00155,Tizanidine hydrochloride,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT02392,Tofacitinib citrate,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT00266,Tolazamide,2,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00453,Tolbutamide,2,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00156,Tolcapone,8,Box warning,vMost-DILI-concern,Unchanged,
LT01820,Tolmetin sodium,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01822,Tolrestat,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT01011,Tolterodine tartrate,0,No match,vLess-DILI-concern,Revised,
LT00661,Tolvaptan,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00455,Topiramate,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01824,Topotecan hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT00158,Toremifene citrate,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00639,Torsemide,2,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT03165,Trabectedin,7,Warnings & precautions,Ambiguous-DILI-concern,New,
LT01827,Tramadol hydrochloride,7,Adverse reactions,vLess-DILI-concern,Revised,
LT02903,Trametinib dimethyl sulfoxide,3,Adverse reactions,vLess-DILI-concern,New,
LT01828,Trandolapril,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00923,Tranexamic acid,0,No match,vNo-DILI-concern,Unchanged,
LT01829,Tranylcypromine sulfate,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01352,Trastuzumab,0,No match,vLess-DILI-concern,Unchanged,
LT01830,Trazodone hydrochloride,5,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00338,Tretinoin,3,Warnings & precautions,vLess-DILI-concern,Revised,
LT00700,Triacetyldiphenolisatin,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT01833,Triamterene,5,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01834,Triazolam,4,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03076,Triclabendazole,5,Adverse reactions,Ambiguous-DILI-concern,New,
LT00375,Trientine hydrochloride,1,No match,vNo-DILI-concern,Unchanged,
LT00457,Trifluoperazine hydrochloride,2,Warnings & precautions,vLess-DILI-concern,Revised,
LT03777,Triheptanoin,0,No match,vNo-DILI-concern,New,
LT01839,Trihexyphenidyl hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT03778,Trilaciclib dihydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT01840,Trimethadione,5,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01841,Trimethobenzamide hydrochloride,5,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01842,Trimethoprim,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01843,Trimetrexate glucuronate,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01844,Trimipramine maleate,2,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00798,Triprolidine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT00460,Triptorelin pamoate,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00168,Troglitazone,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT00213,Tromethamine,6,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00516,Trospium chloride,0,No match,vNo-DILI-concern,Unchanged,
LT00645,Trovafloxacin mesylate,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT03779,Tucatinib,4,Warnings & precautions,Ambiguous-DILI-concern,New,
LT02356,Tyramine,0,No match,vNo-DILI-concern,Unchanged,
LT03780,Ubrogepant,0,No match,vNo-DILI-concern,New,
LT02443,Ulipristal acetate,0,No match,vLess-DILI-concern,New,
LT03781,Umbralisib tosylate,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT03782,Umeclidinium bromide,0,No match,vNo-DILI-concern,New,
LT03783,Upadacitinib,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT03784,Uridine triacetate,0,No match,vNo-DILI-concern,New,
LT00929,Urofollitropin,0,No match,vNo-DILI-concern,Unchanged,
LT01229,Urokinase,0,No match,vNo-DILI-concern,Unchanged,
LT01855,Ursodiol,0,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01416,Ustekinumab,0,No match,vLess-DILI-concern,Revised,
LT01856,Valaciclovir,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03785,Valbenazine tosylate,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT01971,Valdecoxib,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01109,Valganciclovir hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00160,Valproic acid,8,Box warning,vMost-DILI-concern,Unchanged,
LT01857,Valsartan,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00161,Vancomycin hydrochloride,0,No match,vLess-DILI-concern,Unchanged,
LT02389,Vandetanib,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT01135,Vardenafil hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01242,Varenicline tartrate,2,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00916,Vecuronium bromide,0,No match,vNo-DILI-concern,Unchanged,
LT02435,Vemurafenib,3,Warnings & precautions,vLess-DILI-concern,New,
LT03786,Venetoclax,3,Adverse reactions,vLess-DILI-concern,New,
LT00174,Venlafaxine hydrochloride,7,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00332,Verapamil hydrochloride,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT03787,Vericiguat,0,No match,vNo-DILI-concern,New,
LT01075,Verteporfin,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03788,Vibegron,0,No match,vNo-DILI-concern,New,
LT00969,Vigabatrin,2,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT02391,Vilazodone hydrochloride,0,No match,vNo-DILI-concern,New,
LT01861,Viloxazine hydrochloride,0,No match,vNo-DILI-concern,New,
LT03789,Viltolarsen,0,No match,vNo-DILI-concern,New,
LT00177,Vinblastine sulfate,0,No match,vLess-DILI-concern,Revised,
LT01862,Vincristine sulfate,8,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00262,Vinorelbine tartrate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT02410,Vismodegib,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT00162,Vitamin A palmitate,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT02009,Vitamin C,0,No match,vNo-DILI-concern,Unchanged,
LT01516,Vitamin E,0,No match,vNo-DILI-concern,Unchanged,
LT03563,Voclosporin,0,No match,vNo-DILI-concern,New,
LT03790,Vorapaxar sulfate,0,No match,vNo-DILI-concern,New,
LT01097,Voriconazole,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00462,Vorinostat,0,No match,vNo-DILI-concern,Unchanged,
LT02902,Vortioxetine hydrobromide,0,No match,vLess-DILI-concern,New,
LT03791,Vosoritide,0,No match,vNo-DILI-concern,New,
LT03792,Voxelotor,0,No match,vNo-DILI-concern,New,
LT00647,Warfarin sodium,5,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01867,Xenazoic acid,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT02033,Ximelagatran,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT01869,Zafirlukast,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00648,Zaleplon,0,No match,vNo-DILI-concern,Unchanged,
LT03600,Zanubrutinib,4,Adverse reactions,vMost-DILI-concern,New,
LT00163,Zidovudine,8,Box warning,vMost-DILI-concern,Unchanged,
LT00649,Zileuton,5,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01874,Zimelidine,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT01017,Ziprasidone hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01088,Zoledronic acid,0,No match,vLess-DILI-concern,Unchanged,
LT01010,Zolmitriptan,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00164,Zolpidem tartrate,7,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00165,Zonisamide,2,Adverse reactions,vLess-DILI-concern,Unchanged,
